sa2_code,sa2_label,sa2_name_geo,state_name,gccsa_name,lat,lon,digital_jobs,digital_businesses,digital_job_share,digital_job_share_pct,digital_business_share,digital_business_share_pct,digital_income_weighted,digital_income_premium,jobs_per_digital_business,digital_solo_share,digital_solo_share_pct,digital_large_employer_share,digital_large_employer_share_pct,gender_income_gap,female_employment_share,ecosystem_category
103011613,Bathurst - West,Bathurst - West,New South Wales,Rest of NSW,-33.37476495343266,149.5501479081406,561.0,82.0,0.0477203130316434,4.77203130316434,0.0954598370197904,9.54598370197904,41712.56862745098,2801.5642041777537,6.841463414634147,0.5365853658536586,53.65853658536586,0.0,0.0,18816.5,0.5028671737858397,lower digital concentration
103031072,Mudgee,Mudgee,New South Wales,Rest of NSW,-32.60393078129205,149.6011359513414,556.0,94.0,0.054483096521313,5.4483096521313,0.0743670886075949,7.436708860759491,38289.411870503594,-2435.2870025978264,5.914893617021277,0.425531914893617,42.5531914893617,0.0,0.0,30051.0,0.4807563363282821,lower digital concentration
103041077,Orange,Orange,New South Wales,Rest of NSW,-33.30128639679244,149.11262860103938,701.0,216.0,0.0474674972914409,4.746749729144089,0.1075161772025883,10.75161772025883,38659.68188302425,4453.870940445697,3.2453703703703702,0.4444444444444444,44.44444444444444,0.0231481481481481,2.31481481481481,11909.0,0.4926666666666666,lower digital concentration
103041078,Orange - North,Orange - North,New South Wales,Rest of NSW,-33.249416445188615,149.12588785429335,987.0,167.0,0.0505014326647564,5.05014326647564,0.1126095751854349,11.260957518543488,43252.48632218845,4145.144989810229,5.910179640718563,0.5149700598802395,51.49700598802395,0.0239520958083832,2.39520958083832,18322.5,0.499247904877874,emerging growth corridor
103041079,Orange Surrounds,Orange Surrounds,New South Wales,Rest of NSW,-33.146436700617464,148.84716713511688,461.0,115.0,0.0512279142126903,5.122791421269031,0.0595238095238095,5.95238095238095,41970.35683297181,5854.933008102373,4.008695652173913,0.5739130434782609,57.391304347826086,0.0,0.0,14599.5,0.4813698630136986,lower digital concentration
104011080,Grafton,Grafton,New South Wales,Rest of NSW,-29.67718686275919,152.93546225347757,534.0,79.0,0.0417840375586854,4.17840375586854,0.0657785179017485,6.577851790174851,27601.52808988764,-5390.34675361784,6.7594936708860756,0.430379746835443,43.0379746835443,0.0,0.0,9992.0,0.4964065708418891,lower digital concentration
104011082,Maclean - Yamba - Iluka,Maclean - Yamba - Iluka,New South Wales,Rest of NSW,-29.420437577642094,153.26620784740163,544.0,151.0,0.052601044285438,5.2601044285438,0.1007338225483655,10.07338225483655,28485.740808823528,773.246030250717,3.6026490066225167,0.5364238410596026,53.64238410596026,0.0198675496688741,1.98675496688741,11689.0,0.4981029167654731,lower digital concentration
104021083,Bellingen,Bellingen,New South Wales,Rest of NSW,-30.44799982765047,152.72000171062103,260.0,106.0,0.0671834625322997,6.718346253229971,0.1648522550544323,16.48522550544323,35826.0,8697.616279069767,2.452830188679245,0.5566037735849056,55.660377358490564,0.0283018867924528,2.83018867924528,8499.5,0.5260581629714944,digitally specialised
104021084,Coffs Harbour - North,Coffs Harbour - North,New South Wales,Rest of NSW,-30.28213551326212,153.1042089130664,677.0,134.0,0.0485304659498207,4.853046594982071,0.1019786910197869,10.197869101978691,34008.087149187595,5866.5161456033675,5.052238805970149,0.5746268656716418,57.46268656716418,0.0,0.0,7493.0,0.4930501174628034,lower digital concentration
104021085,Coffs Harbour - South,Coffs Harbour - South,New South Wales,Rest of NSW,-30.31514135055491,153.09581452554386,411.0,177.0,0.0504480176752178,5.04480176752178,0.1230876216968011,12.30876216968011,30691.47201946472,2988.981041190509,2.3220338983050848,0.4180790960451977,41.80790960451977,0.03954802259887,3.954802259887,6010.0,0.5027331456021202,lower digital concentration
