date,occupation,state,state_name,vacancies
2011-12-01,Multimedia Specialists and Web Developers,NSW,New South Wales,173.6
2012-01-01,Multimedia Specialists and Web Developers,NSW,New South Wales,156.96
2012-02-01,Multimedia Specialists and Web Developers,NSW,New South Wales,161.46
2012-03-01,Multimedia Specialists and Web Developers,NSW,New South Wales,190.37
2012-04-01,Multimedia Specialists and Web Developers,NSW,New South Wales,190.32
2012-05-01,Multimedia Specialists and Web Developers,NSW,New South Wales,199.73
2012-06-01,Multimedia Specialists and Web Developers,NSW,New South Wales,186.27
2012-07-01,Multimedia Specialists and Web Developers,NSW,New South Wales,199.41
2012-08-01,Multimedia Specialists and Web Developers,NSW,New South Wales,192.33
2012-09-01,Multimedia Specialists and Web Developers,NSW,New South Wales,212.33
2012-10-01,Multimedia Specialists and Web Developers,NSW,New South Wales,219.0
2012-11-01,Multimedia Specialists and Web Developers,NSW,New South Wales,211.0
2012-12-01,Multimedia Specialists and Web Developers,NSW,New South Wales,177.67
2013-01-01,Multimedia Specialists and Web Developers,NSW,New South Wales,160.33
2013-02-01,Multimedia Specialists and Web Developers,NSW,New South Wales,162.33
2013-03-01,Multimedia Specialists and Web Developers,NSW,New South Wales,168.67
2013-04-01,Multimedia Specialists and Web Developers,NSW,New South Wales,165.33
2013-05-01,Multimedia Specialists and Web Developers,NSW,New South Wales,174.67
2013-06-01,Multimedia Specialists and Web Developers,NSW,New South Wales,178.67
2013-07-01,Multimedia Specialists and Web Developers,NSW,New South Wales,198.0
2013-08-01,Multimedia Specialists and Web Developers,NSW,New South Wales,182.0
2013-09-01,Multimedia Specialists and Web Developers,NSW,New South Wales,185.0
2013-10-01,Multimedia Specialists and Web Developers,NSW,New South Wales,165.0
2013-11-01,Multimedia Specialists and Web Developers,NSW,New South Wales,157.33
2013-12-01,Multimedia Specialists and Web Developers,NSW,New South Wales,139.67
2014-01-01,Multimedia Specialists and Web Developers,NSW,New South Wales,140.67
2014-02-01,Multimedia Specialists and Web Developers,NSW,New South Wales,155.0
2014-03-01,Multimedia Specialists and Web Developers,NSW,New South Wales,175.67
2014-04-01,Multimedia Specialists and Web Developers,NSW,New South Wales,182.0
2014-05-01,Multimedia Specialists and Web Developers,NSW,New South Wales,190.33
2014-06-01,Multimedia Specialists and Web Developers,NSW,New South Wales,196.0
2014-07-01,Multimedia Specialists and Web Developers,NSW,New South Wales,197.0
2014-08-01,Multimedia Specialists and Web Developers,NSW,New South Wales,177.67
2014-09-01,Multimedia Specialists and Web Developers,NSW,New South Wales,185.0
2014-10-01,Multimedia Specialists and Web Developers,NSW,New South Wales,181.67
2014-11-01,Multimedia Specialists and Web Developers,NSW,New South Wales,185.0
2014-12-01,Multimedia Specialists and Web Developers,NSW,New South Wales,156.67
2015-01-01,Multimedia Specialists and Web Developers,NSW,New South Wales,155.33
2015-02-01,Multimedia Specialists and Web Developers,NSW,New South Wales,161.0
2015-03-01,Multimedia Specialists and Web Developers,NSW,New South Wales,181.0
2015-04-01,Multimedia Specialists and Web Developers,NSW,New South Wales,172.33
2015-05-01,Multimedia Specialists and Web Developers,NSW,New South Wales,165.0
2015-06-01,Multimedia Specialists and Web Developers,NSW,New South Wales,159.67
2015-07-01,Multimedia Specialists and Web Developers,NSW,New South Wales,170.0
2015-08-01,Multimedia Specialists and Web Developers,NSW,New South Wales,163.67
2015-09-01,Multimedia Specialists and Web Developers,NSW,New South Wales,172.33
2015-10-01,Multimedia Specialists and Web Developers,NSW,New South Wales,173.33
2015-11-01,Multimedia Specialists and Web Developers,NSW,New South Wales,177.0
2015-12-01,Multimedia Specialists and Web Developers,NSW,New South Wales,143.67
2016-01-01,Multimedia Specialists and Web Developers,NSW,New South Wales,134.67
2016-02-01,Multimedia Specialists and Web Developers,NSW,New South Wales,139.67
2016-03-01,Multimedia Specialists and Web Developers,NSW,New South Wales,166.0
2016-04-01,Multimedia Specialists and Web Developers,NSW,New South Wales,168.67
2016-05-01,Multimedia Specialists and Web Developers,NSW,New South Wales,166.33
2016-06-01,Multimedia Specialists and Web Developers,NSW,New South Wales,160.0
2016-07-01,Multimedia Specialists and Web Developers,NSW,New South Wales,156.67
2016-08-01,Multimedia Specialists and Web Developers,NSW,New South Wales,162.33
2016-09-01,Multimedia Specialists and Web Developers,NSW,New South Wales,167.67
2016-10-01,Multimedia Specialists and Web Developers,NSW,New South Wales,159.33
2016-11-01,Multimedia Specialists and Web Developers,NSW,New South Wales,140.33
2016-12-01,Multimedia Specialists and Web Developers,NSW,New South Wales,113.67
2017-01-01,Multimedia Specialists and Web Developers,NSW,New South Wales,114.67
2017-02-01,Multimedia Specialists and Web Developers,NSW,New South Wales,120.0
2017-03-01,Multimedia Specialists and Web Developers,NSW,New South Wales,148.33
2017-04-01,Multimedia Specialists and Web Developers,NSW,New South Wales,137.67
2017-05-01,Multimedia Specialists and Web Developers,NSW,New South Wales,135.67
2017-06-01,Multimedia Specialists and Web Developers,NSW,New South Wales,120.33
2017-07-01,Multimedia Specialists and Web Developers,NSW,New South Wales,129.67
2017-08-01,Multimedia Specialists and Web Developers,NSW,New South Wales,127.33
2017-09-01,Multimedia Specialists and Web Developers,NSW,New South Wales,124.67
2017-10-01,Multimedia Specialists and Web Developers,NSW,New South Wales,121.0
2017-11-01,Multimedia Specialists and Web Developers,NSW,New South Wales,109.33
2017-12-01,Multimedia Specialists and Web Developers,NSW,New South Wales,87.33
2018-01-01,Multimedia Specialists and Web Developers,NSW,New South Wales,82.67
2018-02-01,Multimedia Specialists and Web Developers,NSW,New South Wales,89.0
2018-03-01,Multimedia Specialists and Web Developers,NSW,New South Wales,111.33
2018-04-01,Multimedia Specialists and Web Developers,NSW,New South Wales,117.0
2018-05-01,Multimedia Specialists and Web Developers,NSW,New South Wales,116.0
2018-06-01,Multimedia Specialists and Web Developers,NSW,New South Wales,107.33
2018-07-01,Multimedia Specialists and Web Developers,NSW,New South Wales,97.67
2018-08-01,Multimedia Specialists and Web Developers,NSW,New South Wales,96.0
2018-09-01,Multimedia Specialists and Web Developers,NSW,New South Wales,97.33
2018-10-01,Multimedia Specialists and Web Developers,NSW,New South Wales,98.0
2018-11-01,Multimedia Specialists and Web Developers,NSW,New South Wales,91.0
2018-12-01,Multimedia Specialists and Web Developers,NSW,New South Wales,75.67
2019-01-01,Multimedia Specialists and Web Developers,NSW,New South Wales,74.33
2019-02-01,Multimedia Specialists and Web Developers,NSW,New South Wales,77.33
2019-03-01,Multimedia Specialists and Web Developers,NSW,New South Wales,87.33
2019-04-01,Multimedia Specialists and Web Developers,NSW,New South Wales,83.33
2019-05-01,Multimedia Specialists and Web Developers,NSW,New South Wales,80.0
2019-06-01,Multimedia Specialists and Web Developers,NSW,New South Wales,77.67
2019-07-01,Multimedia Specialists and Web Developers,NSW,New South Wales,80.33
2019-08-01,Multimedia Specialists and Web Developers,NSW,New South Wales,83.0
2019-09-01,Multimedia Specialists and Web Developers,NSW,New South Wales,86.67
2019-10-01,Multimedia Specialists and Web Developers,NSW,New South Wales,79.33
2019-11-01,Multimedia Specialists and Web Developers,NSW,New South Wales,73.67
2019-12-01,Multimedia Specialists and Web Developers,NSW,New South Wales,62.0
2020-01-01,Multimedia Specialists and Web Developers,NSW,New South Wales,62.0
2020-02-01,Multimedia Specialists and Web Developers,NSW,New South Wales,63.33
2020-03-01,Multimedia Specialists and Web Developers,NSW,New South Wales,63.33
2020-04-01,Multimedia Specialists and Web Developers,NSW,New South Wales,49.33
2020-05-01,Multimedia Specialists and Web Developers,NSW,New South Wales,38.67
2020-06-01,Multimedia Specialists and Web Developers,NSW,New South Wales,33.33
2020-07-01,Multimedia Specialists and Web Developers,NSW,New South Wales,40.0
2020-08-01,Multimedia Specialists and Web Developers,NSW,New South Wales,38.67
2020-09-01,Multimedia Specialists and Web Developers,NSW,New South Wales,47.33
2020-10-01,Multimedia Specialists and Web Developers,NSW,New South Wales,54.33
2020-11-01,Multimedia Specialists and Web Developers,NSW,New South Wales,63.0
2020-12-01,Multimedia Specialists and Web Developers,NSW,New South Wales,59.0
2021-01-01,Multimedia Specialists and Web Developers,NSW,New South Wales,61.33
2021-02-01,Multimedia Specialists and Web Developers,NSW,New South Wales,59.0
2021-03-01,Multimedia Specialists and Web Developers,NSW,New South Wales,70.0
2021-04-01,Multimedia Specialists and Web Developers,NSW,New South Wales,65.67
2021-05-01,Multimedia Specialists and Web Developers,NSW,New South Wales,73.33
2021-06-01,Multimedia Specialists and Web Developers,NSW,New South Wales,74.67
2021-07-01,Multimedia Specialists and Web Developers,NSW,New South Wales,82.0
2021-08-01,Multimedia Specialists and Web Developers,NSW,New South Wales,80.33
2021-09-01,Multimedia Specialists and Web Developers,NSW,New South Wales,80.67
2021-10-01,Multimedia Specialists and Web Developers,NSW,New South Wales,83.0
2021-11-01,Multimedia Specialists and Web Developers,NSW,New South Wales,88.33
2021-12-01,Multimedia Specialists and Web Developers,NSW,New South Wales,72.33
2022-01-01,Multimedia Specialists and Web Developers,NSW,New South Wales,69.67
2022-02-01,Multimedia Specialists and Web Developers,NSW,New South Wales,63.0
2022-03-01,Multimedia Specialists and Web Developers,NSW,New South Wales,75.67
2022-04-01,Multimedia Specialists and Web Developers,NSW,New South Wales,73.67
2022-05-01,Multimedia Specialists and Web Developers,NSW,New South Wales,73.0
2022-06-01,Multimedia Specialists and Web Developers,NSW,New South Wales,71.67
2022-07-01,Multimedia Specialists and Web Developers,NSW,New South Wales,73.67
2022-08-01,Multimedia Specialists and Web Developers,NSW,New South Wales,72.67
2022-09-01,Multimedia Specialists and Web Developers,NSW,New South Wales,73.33
2022-10-01,Multimedia Specialists and Web Developers,NSW,New South Wales,65.33
2022-11-01,Multimedia Specialists and Web Developers,NSW,New South Wales,65.33
2022-12-01,Multimedia Specialists and Web Developers,NSW,New South Wales,54.33
2023-01-01,Multimedia Specialists and Web Developers,NSW,New South Wales,51.33
2023-02-01,Multimedia Specialists and Web Developers,NSW,New South Wales,51.33
2023-03-01,Multimedia Specialists and Web Developers,NSW,New South Wales,52.33
2023-04-01,Multimedia Specialists and Web Developers,NSW,New South Wales,54.33
2023-05-01,Multimedia Specialists and Web Developers,NSW,New South Wales,45.0
2023-06-01,Multimedia Specialists and Web Developers,NSW,New South Wales,46.0
2023-07-01,Multimedia Specialists and Web Developers,NSW,New South Wales,44.0
2023-08-01,Multimedia Specialists and Web Developers,NSW,New South Wales,47.67
2023-09-01,Multimedia Specialists and Web Developers,NSW,New South Wales,43.67
2023-10-01,Multimedia Specialists and Web Developers,NSW,New South Wales,41.67
2023-11-01,Multimedia Specialists and Web Developers,NSW,New South Wales,35.67
2023-12-01,Multimedia Specialists and Web Developers,NSW,New South Wales,29.0
2024-01-01,Multimedia Specialists and Web Developers,NSW,New South Wales,26.0
2024-02-01,Multimedia Specialists and Web Developers,NSW,New South Wales,26.33
2024-03-01,Multimedia Specialists and Web Developers,NSW,New South Wales,32.67
2024-04-01,Multimedia Specialists and Web Developers,NSW,New South Wales,36.0
2024-05-01,Multimedia Specialists and Web Developers,NSW,New South Wales,37.67
2024-06-01,Multimedia Specialists and Web Developers,NSW,New South Wales,36.33
2024-07-01,Multimedia Specialists and Web Developers,NSW,New South Wales,34.33
2024-08-01,Multimedia Specialists and Web Developers,NSW,New South Wales,30.33
2024-09-01,Multimedia Specialists and Web Developers,NSW,New South Wales,30.33
2024-10-01,Multimedia Specialists and Web Developers,NSW,New South Wales,29.0
2024-11-01,Multimedia Specialists and Web Developers,NSW,New South Wales,29.0
2024-12-01,Multimedia Specialists and Web Developers,NSW,New South Wales,25.0
2025-01-01,Multimedia Specialists and Web Developers,NSW,New South Wales,26.0
2025-02-01,Multimedia Specialists and Web Developers,NSW,New South Wales,24.33
2025-03-01,Multimedia Specialists and Web Developers,NSW,New South Wales,25.67
2025-04-01,Multimedia Specialists and Web Developers,NSW,New South Wales,22.67
2025-05-01,Multimedia Specialists and Web Developers,NSW,New South Wales,24.67
2025-06-01,Multimedia Specialists and Web Developers,NSW,New South Wales,26.67
2025-07-01,Multimedia Specialists and Web Developers,NSW,New South Wales,27.67
2025-08-01,Multimedia Specialists and Web Developers,NSW,New South Wales,25.67
2025-09-01,Multimedia Specialists and Web Developers,NSW,New South Wales,25.67
2025-10-01,Multimedia Specialists and Web Developers,NSW,New South Wales,28.33
2025-11-01,Multimedia Specialists and Web Developers,NSW,New South Wales,28.0
2025-12-01,Multimedia Specialists and Web Developers,NSW,New South Wales,22.33
2026-01-01,Multimedia Specialists and Web Developers,NSW,New South Wales,22.67
2026-02-01,Multimedia Specialists and Web Developers,NSW,New South Wales,26.33
2026-03-01,Multimedia Specialists and Web Developers,NSW,New South Wales,31.0
2006-03-01,Software and Applications Programmers,NSW,New South Wales,2414.18
2006-04-01,Software and Applications Programmers,NSW,New South Wales,2578.67
2006-05-01,Software and Applications Programmers,NSW,New South Wales,2976.15
2006-06-01,Software and Applications Programmers,NSW,New South Wales,3199.88
2006-07-01,Software and Applications Programmers,NSW,New South Wales,3404.02
2006-08-01,Software and Applications Programmers,NSW,New South Wales,3333.12
2006-09-01,Software and Applications Programmers,NSW,New South Wales,3264.02
2006-10-01,Software and Applications Programmers,NSW,New South Wales,3278.16
2006-11-01,Software and Applications Programmers,NSW,New South Wales,3211.3
2006-12-01,Software and Applications Programmers,NSW,New South Wales,2912.09
2007-01-01,Software and Applications Programmers,NSW,New South Wales,2795.33
2007-02-01,Software and Applications Programmers,NSW,New South Wales,2865.14
2007-03-01,Software and Applications Programmers,NSW,New South Wales,3431.3
2007-04-01,Software and Applications Programmers,NSW,New South Wales,3580.16
2007-05-01,Software and Applications Programmers,NSW,New South Wales,3840.69
2007-06-01,Software and Applications Programmers,NSW,New South Wales,3844.32
2007-07-01,Software and Applications Programmers,NSW,New South Wales,4134.56
2007-08-01,Software and Applications Programmers,NSW,New South Wales,4202.04
2007-09-01,Software and Applications Programmers,NSW,New South Wales,4249.49
2007-10-01,Software and Applications Programmers,NSW,New South Wales,4201.9
2007-11-01,Software and Applications Programmers,NSW,New South Wales,4026.0
2007-12-01,Software and Applications Programmers,NSW,New South Wales,3593.26
2008-01-01,Software and Applications Programmers,NSW,New South Wales,3500.3
2008-02-01,Software and Applications Programmers,NSW,New South Wales,3663.12
2008-03-01,Software and Applications Programmers,NSW,New South Wales,4114.05
2008-04-01,Software and Applications Programmers,NSW,New South Wales,4142.22
2008-05-01,Software and Applications Programmers,NSW,New South Wales,4172.09
2008-06-01,Software and Applications Programmers,NSW,New South Wales,4162.98
2008-07-01,Software and Applications Programmers,NSW,New South Wales,4206.0
2008-08-01,Software and Applications Programmers,NSW,New South Wales,3962.47
2008-09-01,Software and Applications Programmers,NSW,New South Wales,3838.39
2008-10-01,Software and Applications Programmers,NSW,New South Wales,3688.46
2008-11-01,Software and Applications Programmers,NSW,New South Wales,3434.83
2008-12-01,Software and Applications Programmers,NSW,New South Wales,2934.27
2009-01-01,Software and Applications Programmers,NSW,New South Wales,2481.47
2009-02-01,Software and Applications Programmers,NSW,New South Wales,2249.16
2009-03-01,Software and Applications Programmers,NSW,New South Wales,2302.03
2009-04-01,Software and Applications Programmers,NSW,New South Wales,2234.56
2009-05-01,Software and Applications Programmers,NSW,New South Wales,2193.29
2009-06-01,Software and Applications Programmers,NSW,New South Wales,2180.28
2009-07-01,Software and Applications Programmers,NSW,New South Wales,2303.39
2009-08-01,Software and Applications Programmers,NSW,New South Wales,2364.71
2009-09-01,Software and Applications Programmers,NSW,New South Wales,2385.84
2009-10-01,Software and Applications Programmers,NSW,New South Wales,2311.36
2009-11-01,Software and Applications Programmers,NSW,New South Wales,2240.77
2009-12-01,Software and Applications Programmers,NSW,New South Wales,2019.45
2010-01-01,Software and Applications Programmers,NSW,New South Wales,2047.54
2010-02-01,Software and Applications Programmers,NSW,New South Wales,2243.51
2010-03-01,Software and Applications Programmers,NSW,New South Wales,2552.72
2010-04-01,Software and Applications Programmers,NSW,New South Wales,2559.04
2010-05-01,Software and Applications Programmers,NSW,New South Wales,2617.0
2010-06-01,Software and Applications Programmers,NSW,New South Wales,2640.18
2010-07-01,Software and Applications Programmers,NSW,New South Wales,2851.57
2010-08-01,Software and Applications Programmers,NSW,New South Wales,2839.13
2010-09-01,Software and Applications Programmers,NSW,New South Wales,3076.09
2010-10-01,Software and Applications Programmers,NSW,New South Wales,3105.6
2010-11-01,Software and Applications Programmers,NSW,New South Wales,3234.99
2010-12-01,Software and Applications Programmers,NSW,New South Wales,2884.01
2011-01-01,Software and Applications Programmers,NSW,New South Wales,2803.38
2011-02-01,Software and Applications Programmers,NSW,New South Wales,2716.97
2011-03-01,Software and Applications Programmers,NSW,New South Wales,3107.63
2011-04-01,Software and Applications Programmers,NSW,New South Wales,3019.91
2011-05-01,Software and Applications Programmers,NSW,New South Wales,3031.97
2011-06-01,Software and Applications Programmers,NSW,New South Wales,2713.51
2011-07-01,Software and Applications Programmers,NSW,New South Wales,2676.7
2011-08-01,Software and Applications Programmers,NSW,New South Wales,2520.33
2011-09-01,Software and Applications Programmers,NSW,New South Wales,2390.27
2011-10-01,Software and Applications Programmers,NSW,New South Wales,2276.19
2011-11-01,Software and Applications Programmers,NSW,New South Wales,2152.72
2011-12-01,Software and Applications Programmers,NSW,New South Wales,1893.95
2012-01-01,Software and Applications Programmers,NSW,New South Wales,1833.14
2012-02-01,Software and Applications Programmers,NSW,New South Wales,1841.62
2012-03-01,Software and Applications Programmers,NSW,New South Wales,2173.07
2012-04-01,Software and Applications Programmers,NSW,New South Wales,2163.37
2012-05-01,Software and Applications Programmers,NSW,New South Wales,2148.44
2012-06-01,Software and Applications Programmers,NSW,New South Wales,1968.97
2012-07-01,Software and Applications Programmers,NSW,New South Wales,1974.72
2012-08-01,Software and Applications Programmers,NSW,New South Wales,1945.0
2012-09-01,Software and Applications Programmers,NSW,New South Wales,1925.67
2012-10-01,Software and Applications Programmers,NSW,New South Wales,1930.33
2012-11-01,Software and Applications Programmers,NSW,New South Wales,1837.0
2012-12-01,Software and Applications Programmers,NSW,New South Wales,1633.0
2013-01-01,Software and Applications Programmers,NSW,New South Wales,1551.67
2013-02-01,Software and Applications Programmers,NSW,New South Wales,1561.0
2013-03-01,Software and Applications Programmers,NSW,New South Wales,1708.67
2013-04-01,Software and Applications Programmers,NSW,New South Wales,1770.67
2013-05-01,Software and Applications Programmers,NSW,New South Wales,1835.33
2013-06-01,Software and Applications Programmers,NSW,New South Wales,1896.0
2013-07-01,Software and Applications Programmers,NSW,New South Wales,1947.67
2013-08-01,Software and Applications Programmers,NSW,New South Wales,1908.0
2013-09-01,Software and Applications Programmers,NSW,New South Wales,1906.33
2013-10-01,Software and Applications Programmers,NSW,New South Wales,1849.33
2013-11-01,Software and Applications Programmers,NSW,New South Wales,1794.33
2013-12-01,Software and Applications Programmers,NSW,New South Wales,1584.67
2014-01-01,Software and Applications Programmers,NSW,New South Wales,1584.67
2014-02-01,Software and Applications Programmers,NSW,New South Wales,1664.33
2014-03-01,Software and Applications Programmers,NSW,New South Wales,1899.33
2014-04-01,Software and Applications Programmers,NSW,New South Wales,1867.0
2014-05-01,Software and Applications Programmers,NSW,New South Wales,1964.0
2014-06-01,Software and Applications Programmers,NSW,New South Wales,2038.67
2014-07-01,Software and Applications Programmers,NSW,New South Wales,2143.67
2014-08-01,Software and Applications Programmers,NSW,New South Wales,2043.67
2014-09-01,Software and Applications Programmers,NSW,New South Wales,2060.67
2014-10-01,Software and Applications Programmers,NSW,New South Wales,2055.33
2014-11-01,Software and Applications Programmers,NSW,New South Wales,2068.0
2014-12-01,Software and Applications Programmers,NSW,New South Wales,1830.33
2015-01-01,Software and Applications Programmers,NSW,New South Wales,1838.0
2015-02-01,Software and Applications Programmers,NSW,New South Wales,1921.33
2015-03-01,Software and Applications Programmers,NSW,New South Wales,2215.33
2015-04-01,Software and Applications Programmers,NSW,New South Wales,2277.67
2015-05-01,Software and Applications Programmers,NSW,New South Wales,2313.67
2015-06-01,Software and Applications Programmers,NSW,New South Wales,2320.0
2015-07-01,Software and Applications Programmers,NSW,New South Wales,2364.33
2015-08-01,Software and Applications Programmers,NSW,New South Wales,2333.33
2015-09-01,Software and Applications Programmers,NSW,New South Wales,2394.33
2015-10-01,Software and Applications Programmers,NSW,New South Wales,2409.67
2015-11-01,Software and Applications Programmers,NSW,New South Wales,2493.67
2015-12-01,Software and Applications Programmers,NSW,New South Wales,2191.67
2016-01-01,Software and Applications Programmers,NSW,New South Wales,2109.33
2016-02-01,Software and Applications Programmers,NSW,New South Wales,2137.33
2016-03-01,Software and Applications Programmers,NSW,New South Wales,2431.0
2016-04-01,Software and Applications Programmers,NSW,New South Wales,2523.33
2016-05-01,Software and Applications Programmers,NSW,New South Wales,2538.67
2016-06-01,Software and Applications Programmers,NSW,New South Wales,2497.0
2016-07-01,Software and Applications Programmers,NSW,New South Wales,2437.67
2016-08-01,Software and Applications Programmers,NSW,New South Wales,2408.33
2016-09-01,Software and Applications Programmers,NSW,New South Wales,2415.0
2016-10-01,Software and Applications Programmers,NSW,New South Wales,2386.0
2016-11-01,Software and Applications Programmers,NSW,New South Wales,2303.33
2016-12-01,Software and Applications Programmers,NSW,New South Wales,1996.33
2017-01-01,Software and Applications Programmers,NSW,New South Wales,1972.67
2017-02-01,Software and Applications Programmers,NSW,New South Wales,1898.67
2017-03-01,Software and Applications Programmers,NSW,New South Wales,2196.67
2017-04-01,Software and Applications Programmers,NSW,New South Wales,2090.33
2017-05-01,Software and Applications Programmers,NSW,New South Wales,2220.67
2017-06-01,Software and Applications Programmers,NSW,New South Wales,2170.67
2017-07-01,Software and Applications Programmers,NSW,New South Wales,2304.0
2017-08-01,Software and Applications Programmers,NSW,New South Wales,2310.33
2017-09-01,Software and Applications Programmers,NSW,New South Wales,2348.67
2017-10-01,Software and Applications Programmers,NSW,New South Wales,2461.67
2017-11-01,Software and Applications Programmers,NSW,New South Wales,2478.0
2017-12-01,Software and Applications Programmers,NSW,New South Wales,2267.67
2018-01-01,Software and Applications Programmers,NSW,New South Wales,2287.33
2018-02-01,Software and Applications Programmers,NSW,New South Wales,2350.67
2018-03-01,Software and Applications Programmers,NSW,New South Wales,2707.0
2018-04-01,Software and Applications Programmers,NSW,New South Wales,2718.67
2018-05-01,Software and Applications Programmers,NSW,New South Wales,2807.67
2018-06-01,Software and Applications Programmers,NSW,New South Wales,2722.0
2018-07-01,Software and Applications Programmers,NSW,New South Wales,2744.0
2018-08-01,Software and Applications Programmers,NSW,New South Wales,2666.33
2018-09-01,Software and Applications Programmers,NSW,New South Wales,2665.33
2018-10-01,Software and Applications Programmers,NSW,New South Wales,2641.0
2018-11-01,Software and Applications Programmers,NSW,New South Wales,2582.33
2018-12-01,Software and Applications Programmers,NSW,New South Wales,2255.33
2019-01-01,Software and Applications Programmers,NSW,New South Wales,2247.67
2019-02-01,Software and Applications Programmers,NSW,New South Wales,2233.0
2019-03-01,Software and Applications Programmers,NSW,New South Wales,2619.33
2019-04-01,Software and Applications Programmers,NSW,New South Wales,2495.33
2019-05-01,Software and Applications Programmers,NSW,New South Wales,2545.67
2019-06-01,Software and Applications Programmers,NSW,New South Wales,2464.33
2019-07-01,Software and Applications Programmers,NSW,New South Wales,2568.33
2019-08-01,Software and Applications Programmers,NSW,New South Wales,2482.67
2019-09-01,Software and Applications Programmers,NSW,New South Wales,2467.0
2019-10-01,Software and Applications Programmers,NSW,New South Wales,2453.67
2019-11-01,Software and Applications Programmers,NSW,New South Wales,2408.33
2019-12-01,Software and Applications Programmers,NSW,New South Wales,2139.33
2020-01-01,Software and Applications Programmers,NSW,New South Wales,2102.0
2020-02-01,Software and Applications Programmers,NSW,New South Wales,2165.33
2020-03-01,Software and Applications Programmers,NSW,New South Wales,2401.33
2020-04-01,Software and Applications Programmers,NSW,New South Wales,1986.0
2020-05-01,Software and Applications Programmers,NSW,New South Wales,1586.33
2020-06-01,Software and Applications Programmers,NSW,New South Wales,1228.0
2020-07-01,Software and Applications Programmers,NSW,New South Wales,1388.67
2020-08-01,Software and Applications Programmers,NSW,New South Wales,1535.33
2020-09-01,Software and Applications Programmers,NSW,New South Wales,1771.67
2020-10-01,Software and Applications Programmers,NSW,New South Wales,1885.67
2020-11-01,Software and Applications Programmers,NSW,New South Wales,2044.0
2020-12-01,Software and Applications Programmers,NSW,New South Wales,1955.33
2021-01-01,Software and Applications Programmers,NSW,New South Wales,1995.33
2021-02-01,Software and Applications Programmers,NSW,New South Wales,2144.33
2021-03-01,Software and Applications Programmers,NSW,New South Wales,2559.33
2021-04-01,Software and Applications Programmers,NSW,New South Wales,2765.33
2021-05-01,Software and Applications Programmers,NSW,New South Wales,2851.67
2021-06-01,Software and Applications Programmers,NSW,New South Wales,2847.0
2021-07-01,Software and Applications Programmers,NSW,New South Wales,3010.0
2021-08-01,Software and Applications Programmers,NSW,New South Wales,3177.33
2021-09-01,Software and Applications Programmers,NSW,New South Wales,3375.33
2021-10-01,Software and Applications Programmers,NSW,New South Wales,3335.67
2021-11-01,Software and Applications Programmers,NSW,New South Wales,3230.33
2021-12-01,Software and Applications Programmers,NSW,New South Wales,2742.0
2022-01-01,Software and Applications Programmers,NSW,New South Wales,2685.0
2022-02-01,Software and Applications Programmers,NSW,New South Wales,2830.0
2022-03-01,Software and Applications Programmers,NSW,New South Wales,3391.67
2022-04-01,Software and Applications Programmers,NSW,New South Wales,3303.0
2022-05-01,Software and Applications Programmers,NSW,New South Wales,3207.67
2022-06-01,Software and Applications Programmers,NSW,New South Wales,2941.33
2022-07-01,Software and Applications Programmers,NSW,New South Wales,2993.33
2022-08-01,Software and Applications Programmers,NSW,New South Wales,2920.0
2022-09-01,Software and Applications Programmers,NSW,New South Wales,2860.33
2022-10-01,Software and Applications Programmers,NSW,New South Wales,2735.0
2022-11-01,Software and Applications Programmers,NSW,New South Wales,2532.0
2022-12-01,Software and Applications Programmers,NSW,New South Wales,2118.33
2023-01-01,Software and Applications Programmers,NSW,New South Wales,2038.67
2023-02-01,Software and Applications Programmers,NSW,New South Wales,1983.33
2023-03-01,Software and Applications Programmers,NSW,New South Wales,2304.67
2023-04-01,Software and Applications Programmers,NSW,New South Wales,2166.33
2023-05-01,Software and Applications Programmers,NSW,New South Wales,2102.0
2023-06-01,Software and Applications Programmers,NSW,New South Wales,1884.0
2023-07-01,Software and Applications Programmers,NSW,New South Wales,1883.33
2023-08-01,Software and Applications Programmers,NSW,New South Wales,1860.33
2023-09-01,Software and Applications Programmers,NSW,New South Wales,1825.33
2023-10-01,Software and Applications Programmers,NSW,New South Wales,1824.33
2023-11-01,Software and Applications Programmers,NSW,New South Wales,1707.33
2023-12-01,Software and Applications Programmers,NSW,New South Wales,1486.67
2024-01-01,Software and Applications Programmers,NSW,New South Wales,1327.33
2024-02-01,Software and Applications Programmers,NSW,New South Wales,1310.0
2024-03-01,Software and Applications Programmers,NSW,New South Wales,1437.0
2024-04-01,Software and Applications Programmers,NSW,New South Wales,1500.33
2024-05-01,Software and Applications Programmers,NSW,New South Wales,1486.33
2024-06-01,Software and Applications Programmers,NSW,New South Wales,1456.33
2024-07-01,Software and Applications Programmers,NSW,New South Wales,1383.67
2024-08-01,Software and Applications Programmers,NSW,New South Wales,1401.67
2024-09-01,Software and Applications Programmers,NSW,New South Wales,1413.0
2024-10-01,Software and Applications Programmers,NSW,New South Wales,1500.67
2024-11-01,Software and Applications Programmers,NSW,New South Wales,1433.67
2024-12-01,Software and Applications Programmers,NSW,New South Wales,1294.0
2025-01-01,Software and Applications Programmers,NSW,New South Wales,1256.33
2025-02-01,Software and Applications Programmers,NSW,New South Wales,1282.33
2025-03-01,Software and Applications Programmers,NSW,New South Wales,1461.67
2025-04-01,Software and Applications Programmers,NSW,New South Wales,1452.0
